id,name,address,build_year,type,jeonsae,monthly_deposit,monthly_pay,area,room_cnt,phone,lng,lat,registered_date
645,이김,전라남도 용인시 기흥구 언주5거리,1965,원룸,0,0,0,61.41,3,+82 10-3260-5266,-28.224975,77.538512,2020-02-09 16:43:00.124609
646,유한회사 송,전라남도 보령시 역삼75거리,2015,원룸,305541,0,3855,40.69,3,+82 10-6639-1513,61.470860,-73.195083,2022-10-16 22:41:29.230471
647,(주) 송,경기도 안양시 양재천거리,1963,아파트,336615,0,0,123.63,8,+82 10-8246-4756,15.920163,79.730202,2021-05-09 09:36:38.068995
648,고오강,전라남도 태안군 서초대496길 (선영강이마을),1996,아파트,0,0,1187,49.33,3,+82 10-8662-3702,124.643514,-83.3543185,2022-11-25 08:41:07.588089
649,김장박,인천광역시 구로구 개포가,2002,아파트,0,48883,1964,142.15,5,+82 10-3843-0271,-35.828635,-19.1753535,2020-02-25 11:36:36.312625
650,(주) 이,대구광역시 영등포구 도산대1길 (현주정이동),2005,원룸,175714,0,4910,128.11,7,+82 10-6097-7147,89.825356,-53.650720,2022-01-22 18:12:56.753512
651,구이박,제주특별자치도 철원군 압구정가,1978,아파트,0,0,0,137.39,0,+82 10-5567-2672,147.948437,27.0592545,2022-05-10 08:22:50.294293
652,강김장,울산광역시 영등포구 반포대4거리 (명자박마을),1960,아파트,64055,32767,0,64.06,6,+82 10-4356-7281,-34.322090,6.476049,2020-02-12 14:58:09.836627
653,(주) 이장최,서울특별시 북구 강남대98거리 (윤서박동),1991,원룸,54028,815,258,49.9,9,+82 10-8376-6641,-91.392642,74.5965265,2022-09-12 07:26:47.748010
654,김한김,전라남도 부천시 원미구 오금로 (정숙박배면),1969,아파트,295647,0,0,102.65,9,+82 10-9665-9522,57.356818,-69.4491965,2022-07-10 04:32:55.383606
655,곽남전,대전광역시 동작구 가락거리 (정순홍장동),1986,아파트,0,0,1626,54.56,0,+82 10-4657-5257,3.376202,75.7875485,2023-03-24 20:28:21.347464
656,주식회사 박손안,경상북도 군포시 서초대로,1993,아파트,499916,0,3853,122.87,4,+82 10-0834-5374,162.210491,84.533172,2023-03-08 20:42:23.942400
657,이이,광주광역시 금천구 언주길 (정숙이읍),1990,원룸,0,22819,2850,129.3,7,+82 10-2198-0811,-107.289222,68.667678,2020-06-01 12:20:03.454075
658,최강,대전광역시 동작구 오금거리 (중수송읍),1960,아파트,0,0,0,82.29,4,+82 10-9815-3512,-154.997540,60.986368,2024-01-04 02:06:36.483689
659,송이황,제주특별자치도 김포시 양재천73길 (정훈안동),1993,아파트,0,49237,625,104.04,2,+82 10-2247-7055,66.549016,38.122034,2024-01-23 04:40:47.415290
660,유한회사 이장이,경상남도 양구군 서초대로 (종수이이읍),1974,아파트,0,22627,0,120.36,10,+82 10-1417-4321,-134.947693,-67.4401505,2021-01-18 11:28:55.301070
661,(유) 김,광주광역시 광진구 영동대2로 (영순임읍),2022,원룸,89728,35573,1767,63.75,0,+82 10-1745-2924,84.449976,-47.3358185,2024-03-24 18:03:06.490241
662,(주) 한,서울특별시 구로구 압구정가,2008,아파트,425222,0,0,55.3,6,+82 10-9171-3791,139.086802,14.2086215,2022-03-27 19:19:18.743972
663,(주) 김,충청북도 의정부시 양재천거리,1967,아파트,0,0,4704,43.47,6,+82 10-2880-8717,-115.270010,-25.451072,2020-12-07 15:50:46.331886
664,권오,제주특별자치도 서산시 강남대로 (혜진노김리),1973,원룸,411751,0,2867,142.28,9,+82 10-7891-7966,-95.438469,51.139029,2023-09-02 11:44:09.558273
665,유한회사 김,강원도 고양시 일산서구 가락가,1999,원룸,125564,0,0,67.13,6,+82 10-5795-2890,-145.831353,63.2169925,2021-08-21 09:50:44.658782
666,장이박,광주광역시 동구 압구정길 (미경김리),2020,아파트,0,0,0,63.81,1,+82 10-6362-9819,134.580831,39.800089,2023-07-01 19:28:36.223019
667,전노,대구광역시 서초구 압구정길 (하윤김김마을),2001,아파트,0,0,3160,33.55,8,+82 10-7103-2626,62.953737,-0.7807605,2024-01-21 18:23:14.572306
668,윤장,제주특별자치도 용인시 처인구 언주1로,1982,아파트,0,0,0,108.05,10,+82 10-4012-2326,-178.904846,-46.7422055,2022-08-11 00:48:24.176442
669,주식회사 안이강,서울특별시 중구 봉은사로,1999,아파트,0,0,0,135.04,2,+82 10-9881-3968,-67.930247,37.199801,2022-11-29 21:35:05.474386
670,김이이,경상남도 보령시 삼성거리 (시우박마을),2015,원룸,442560,0,0,141.97,1,+82 10-6493-8896,107.371184,21.079733,2020-09-13 00:16:25.822824
671,이이차,광주광역시 종로구 서초중앙68길,2023,원룸,0,0,0,19.85,3,+82 10-6061-5868,86.800998,-22.355547,2022-08-08 22:31:41.106617
672,주식회사 김,서울특별시 마포구 압구정로,2015,아파트,0,14015,4045,126.53,0,+82 10-7294-1211,10.371221,-22.841926,2021-02-07 12:48:45.511904
673,유한회사 이홍문,부산광역시 광진구 오금가 (진호최이마을),1992,원룸,197353,29548,1785,31.77,3,+82 10-5710-7568,-131.576439,35.305488,2020-02-10 13:35:44.142827
674,한허,대전광역시 구로구 양재천790길 (윤서이동),2017,원룸,0,45484,0,27.87,7,+82 10-4232-4715,123.627245,58.491026,2021-01-23 18:39:18.498226
675,유한회사 김김김,세종특별자치시 종로구 잠실521길,1993,원룸,0,13779,4916,102.84,8,+82 10-5642-9683,30.930382,-22.5649635,2024-03-04 20:40:35.349360
676,주식회사 김김이,충청남도 하남시 양재천로 (아름김리),2009,아파트,0,18392,0,76.22,1,+82 10-9971-9997,7.665602,14.3553775,2021-10-17 16:12:39.090673
677,유한회사 류김장,충청북도 성남시 중원구 선릉88가,1987,아파트,98968,0,2419,29.27,10,+82 10-5339-3682,67.702071,89.515165,2024-03-30 17:40:54.887704
678,이김차,강원도 천안시 동남구 언주540가 (은지조리),1983,원룸,143325,48657,3335,96.75,7,+82 10-4459-4903,128.791669,38.1164175,2022-10-31 13:27:50.282772
679,(유) 박이김,대전광역시 동구 삼성3길 (정호이마을),1963,원룸,446448,0,3613,42.31,9,+82 10-6888-0685,-98.369498,-56.8627995,2024-01-23 12:57:27.825075
680,송곽,대전광역시 양천구 선릉307로 (정희최김면),2008,아파트,0,0,0,95.72,3,+82 10-3328-3244,-142.056921,-24.396537,2024-05-01 07:09:46.059191
681,김이,충청북도 하남시 반포대로 (정식윤동),2018,원룸,174438,229,1850,142.84,10,+82 10-8633-6163,34.483405,-16.656569,2022-05-16 16:20:07.756902
682,김이,충청남도 연천군 압구정가,2007,원룸,0,23823,0,30.87,6,+82 10-8170-5984,90.451002,27.897408,2020-08-23 13:10:58.940335
683,유손,대구광역시 도봉구 강남대574길,2008,아파트,0,18067,3811,99.17,10,+82 10-3255-8935,0.854285,-83.3062525,2021-06-14 22:04:24.550166
684,(주) 김,서울특별시 동대문구 잠실576길,1978,아파트,0,10744,0,149.9,3,+82 10-9977-0662,-86.320172,81.8141625,2020-12-13 05:17:19.013826
685,(주) 서김조,인천광역시 성동구 개포988거리,2020,아파트,39006,0,0,67.87,9,+82 10-9601-3757,48.567841,-51.132106,2022-05-02 11:56:18.220112
686,김안황,경상북도 인제군 영동대길,1978,아파트,307848,0,0,69.45,3,+82 10-1052-2578,-39.957110,-82.788280,2021-03-21 23:50:18.262404
687,김우,울산광역시 서대문구 서초중앙22가 (하은이면),1994,아파트,43849,46861,3391,71.73,5,+82 10-9088-7147,35.540749,-51.107314,2020-10-17 14:17:26.472404
688,(유) 배,인천광역시 구로구 선릉3가,2016,아파트,369004,0,0,147.47,9,+82 10-6095-0339,-46.288982,-48.5929285,2021-07-31 18:27:16.619138
689,유한회사 강윤김,충청북도 하남시 개포길,2009,아파트,441401,0,0,128.02,2,+82 10-8179-2040,111.099226,25.540647,2021-04-16 14:59:38.353325
690,권윤,경기도 철원군 테헤란거리,1998,원룸,0,4260,512,120.21,6,+82 10-2736-5327,87.359781,70.9016975,2022-12-21 05:55:41.988750
691,김박,충청북도 수원시 장안구 선릉거리,2014,원룸,439629,0,3301,89.39,3,+82 10-3160-3494,-23.083620,2.7548335,2020-09-13 07:19:55.570940
692,유한회사 양김김,세종특별자치시 중랑구 백제고분가 (현숙김마을),2012,아파트,0,0,1887,34.78,9,+82 10-7067-5783,-144.671419,11.946751,2023-03-05 09:33:23.016221
693,최안손,광주광역시 종로구 양재천가,1994,원룸,0,10030,0,115.32,0,+82 10-6169-4854,18.613119,80.3568005,2022-01-29 14:00:38.001006
694,이이,대구광역시 도봉구 서초중앙452거리 (서영고동),1993,아파트,386626,0,0,15.48,9,+82 10-5907-3178,-135.659453,53.059427,2020-02-26 13:50:44.148404
695,이손주,대전광역시 용산구 논현8가 (순자오마을),2018,아파트,0,0,3676,85.09,7,+82 10-1991-5228,129.049734,16.4696915,2024-01-12 13:28:21.527540
696,이이심,경상북도 원주시 개포55로,2011,아파트,139106,47922,0,114.47,1,+82 10-7632-9192,-83.255146,84.452030,2021-04-14 09:34:24.581079
697,유한회사 권김김,세종특별자치시 금천구 역삼139로,1972,원룸,0,13549,0,32.73,5,+82 10-7972-3438,27.157898,71.9018595,2020-06-23 17:07:23.527260
698,허김,광주광역시 도봉구 서초중앙397거리 (정호나최리),1979,아파트,0,19386,0,84.48,3,+82 10-4789-2656,85.254202,-65.5423045,2023-06-11 02:28:07.883899
699,김김이,경상남도 인제군 석촌호수길,1972,아파트,0,0,3303,50.13,1,+82 10-3424-5017,-147.122696,16.1938795,2023-10-29 06:57:47.374551
700,김이이,울산광역시 중구 서초중앙거리,2007,원룸,0,0,2216,32.96,8,+82 10-7626-6250,27.743393,66.9249375,2024-03-23 15:45:58.693657
701,노조,전라남도 양주시 백제고분1길,1996,원룸,0,0,0,115.96,10,+82 10-1104-5345,25.415375,-22.757319,2022-09-01 23:09:09.719761
702,김김박,제주특별자치도 포천시 서초대길,1990,아파트,0,45732,0,70.85,5,+82 10-6752-3916,-110.701626,12.691088,2021-05-23 19:28:38.128655
703,(주) 권이오,광주광역시 강서구 학동길,2023,원룸,70152,37929,4279,38.39,3,+82 10-3095-6100,-36.404858,79.940319,2023-03-26 18:00:03.110023
704,(유) 허,제주특별자치도 연천군 양재천72로 (재호김장면),2023,원룸,236139,0,0,139.43,10,+82 10-3572-2070,85.040116,-67.325463,2022-03-18 14:59:00.609896
705,김최,전라북도 청주시 상당구 봉은사길 (명숙황전마을),2011,원룸,450237,5743,0,22.79,4,+82 10-6578-3174,-121.914811,-36.1174225,2021-01-16 12:41:04.069572
706,(유) 오,충청남도 수원시 영통구 백제고분825거리,1963,아파트,222146,49710,2670,29.82,9,+82 10-5174-3593,75.040704,0.806042,2023-10-14 00:35:08.044472
707,나김심,광주광역시 송파구 개포63길 (하은안동),1986,원룸,431704,1696,0,145.26,3,+82 10-7034-5530,63.364626,36.084125,2020-02-15 19:32:42.628420
708,박차,충청남도 태백시 오금길,2002,원룸,233188,21942,3454,87.97,2,+82 10-1047-2614,154.298762,-62.1200925,2021-10-08 10:08:31.176879
709,김김권,경기도 당진시 오금33로,1984,아파트,0,0,0,64.74,9,+82 10-3730-5832,-81.461722,-16.906239,2023-12-21 01:14:43.567717
710,(주) 조양송,경기도 아산시 개포6거리,1975,원룸,0,37949,0,24.92,4,+82 10-8981-6961,-49.682718,-37.227754,2024-02-03 21:19:28.244599
711,황박,경기도 여주시 테헤란62로 (성수황동),2015,원룸,156815,23555,816,63.1,6,+82 10-8186-4648,-2.873343,-41.823138,2021-11-20 11:29:21.499789
712,(주) 김,부산광역시 강북구 오금길 (지민황김면),1988,아파트,0,0,4326,133.1,5,+82 10-6120-8287,145.322275,68.183878,2021-07-05 15:59:25.881066
713,(주) 이,강원도 포천시 압구정833로,2020,아파트,18977,30726,1406,135.48,4,+82 10-6535-1975,16.736769,38.4296685,2020-05-28 16:39:22.936602
714,박권,경상남도 수원시 영통구 양재천15가 (채원정동),1991,원룸,0,33200,3051,148.4,2,+82 10-8934-5335,103.777243,62.011635,2022-07-04 14:18:36.178452
715,김이윤,서울특별시 강남구 오금780가,1996,원룸,0,0,1392,43.54,10,+82 10-6176-3091,47.068130,-50.7171265,2024-03-07 18:09:22.968609
716,(주) 황김박,광주광역시 성동구 백제고분거리 (지연김박면),1976,아파트,0,0,618,76.78,6,+82 10-1076-7089,72.504173,43.9121975,2020-03-11 02:16:16.095814
717,주식회사 조,광주광역시 관악구 봉은사76가,1962,아파트,347139,0,2369,19.63,7,+82 10-0914-3835,98.935402,-15.604161,2022-06-28 22:46:12.065567
718,(주) 최,대구광역시 도봉구 선릉1가 (아름조고리),2008,아파트,0,774,0,126.0,2,+82 10-6354-7700,146.557012,74.2085085,2022-07-15 15:34:19.975858
719,(유) 박,광주광역시 영등포구 역삼가 (영미최면),1981,원룸,55453,0,0,31.81,6,+82 10-2541-1163,158.537255,50.934198,2022-12-02 21:45:23.816686
720,주식회사 김김한,서울특별시 서구 백제고분가,2002,아파트,199214,39427,1852,76.02,7,+82 10-1707-4820,43.283793,57.3797465,2023-06-13 11:00:54.314240
721,주식회사 한박이,서울특별시 송파구 삼성71가 (경수박리),1970,아파트,0,0,0,124.47,4,+82 10-6775-0347,-66.589248,21.1125395,2024-04-28 08:20:42.606874
722,황송,대구광역시 마포구 반포대1거리 (예진손이동),2000,원룸,324016,38807,0,69.64,8,+82 10-5163-2647,34.859269,-21.1657665,2023-08-31 08:16:39.205041
723,김이,울산광역시 강동구 오금거리,2023,아파트,469735,8374,0,143.94,1,+82 10-3549-9078,-142.390189,-62.7504715,2023-02-21 10:59:50.470717
724,(유) 허박이,전라남도 원주시 반포대가 (하은장읍),1964,원룸,170334,0,2663,120.62,4,+82 10-9426-1652,74.964055,-11.5404355,2020-06-21 12:11:58.925928
725,김황,전라북도 여주시 선릉72거리,1992,원룸,480072,49962,4515,69.88,6,+82 10-2235-0638,112.217311,62.0931995,2020-11-23 00:48:05.296150
726,손이박,부산광역시 성동구 가락길 (영미박마을),1987,원룸,70103,0,0,124.27,8,+82 10-9297-1717,99.532509,-88.028248,2023-07-15 08:01:22.407487
727,이김,울산광역시 강남구 서초중앙로 (성호서면),1991,원룸,399659,0,0,100.73,1,+82 10-7224-8161,131.842457,37.4989985,2023-08-21 02:50:52.375515
728,(주) 이진이,전라남도 안성시 가락85거리,2005,원룸,472947,25601,625,111.36,7,+82 10-4591-4070,-8.398392,-24.892093,2021-12-18 07:35:33.564041
729,주식회사 강,세종특별자치시 은평구 영동대로 (미정오한리),1984,원룸,0,17423,1060,90.39,0,+82 10-0718-5802,94.630221,12.745376,2020-07-04 21:20:17.136281
730,김박이,충청북도 안산시 선릉거리 (혜진정이면),1996,원룸,0,0,0,80.58,0,+82 10-3576-3620,-162.087003,-30.4743555,2023-07-15 10:17:42.109631
731,(유) 이,경상남도 속초시 논현85거리 (지현김김리),1961,원룸,93803,0,1413,42.37,5,+82 10-8998-9317,106.577888,-60.1231095,2021-08-25 06:28:42.002799
732,유한회사 김,전라북도 아산시 가락거리,1966,아파트,0,0,2403,113.68,7,+82 10-6442-3022,163.991825,28.531026,2022-09-12 03:32:35.982535
733,(주) 권김김,세종특별자치시 노원구 반포대로 (옥자홍김동),2004,아파트,127072,5875,0,59.14,1,+82 10-8797-9001,-107.519445,21.705187,2024-04-16 07:55:59.809227
734,유한회사 윤한김,대구광역시 성동구 잠실거리 (지은박동),2008,아파트,242956,9952,4095,142.68,5,+82 10-1964-2440,-95.069997,79.4405085,2020-11-23 08:52:34.193082
735,(주) 김,광주광역시 동작구 오금263가 (수빈이정마을),1977,원룸,313421,0,4924,32.98,9,+82 10-1180-3979,132.153335,-11.755144,2023-01-19 07:52:20.377009
736,(유) 최,충청남도 성남시 수정구 가락75거리,1993,원룸,0,0,0,140.72,10,+82 10-0019-5109,163.520755,-44.2208125,2020-05-08 18:58:29.013695
737,박안윤,대전광역시 관악구 서초대95거리 (영미김김동),1968,아파트,430378,0,0,29.62,4,+82 10-6920-1239,30.075591,-76.3720715,2024-04-13 12:47:27.746037
738,오김박,울산광역시 도봉구 반포대8거리,2004,아파트,482869,0,0,117.61,6,+82 10-8005-5910,49.472245,-30.7851895,2020-09-10 05:21:19.932578
739,김김,서울특별시 구로구 강남대2거리,2007,원룸,101152,28441,0,81.37,2,+82 10-4005-5493,27.019911,-35.297413,2021-08-24 11:19:51.437545
740,(유) 김,세종특별자치시 중랑구 서초중앙9가,2000,아파트,6136,0,2010,129.23,5,+82 10-9154-1296,63.231353,-81.8975785,2023-04-06 07:54:38.076851
741,박엄심,대구광역시 중구 테헤란가,1968,원룸,489205,0,0,59.28,5,+82 10-9392-0885,154.517042,11.233272,2023-08-13 14:12:39.639974
742,(주) 황,세종특별자치시 북구 영동대거리,1995,원룸,0,0,0,144.14,4,+82 10-9862-6524,-33.726367,-4.4783965,2021-02-28 14:38:38.871717
743,남김,충청북도 수원시 장안구 서초중앙로,1975,원룸,0,21985,4796,93.03,8,+82 10-1527-3154,-122.695824,-84.8461045,2020-04-09 11:10:25.126832
744,김차최,서울특별시 중구 선릉길 (건우이황마을),2005,아파트,0,45258,0,43.97,6,+82 10-0993-3095,-12.859243,-30.395220,2020-02-16 23:21:21.084474
745,(주) 문,세종특별자치시 강서구 서초대가,2014,원룸,164767,22625,0,132.98,6,+82 10-0150-2295,-127.637560,68.8577295,2023-06-23 12:07:54.939185
746,(주) 양한박,충청남도 청양군 테헤란2길,1978,원룸,42862,9659,3945,86.38,10,+82 10-3743-1650,-169.995748,29.2886805,2021-08-06 01:39:41.657673
747,유한회사 김,충청남도 논산시 역삼210길,1970,원룸,269611,0,0,126.58,10,+82 10-5241-8098,125.877613,80.699609,2021-06-07 05:24:58.903419
748,유한회사 이,인천광역시 구로구 봉은사거리 (서준김류동),1978,아파트,0,0,2141,62.12,7,+82 10-9413-9021,-38.772321,52.061316,2021-10-22 17:36:56.032308
749,(유) 정,인천광역시 중구 석촌호수090길,1990,원룸,379507,0,0,35.59,0,+82 10-4712-6889,9.789499,-79.5758495,2022-10-10 10:39:57.463211
750,(유) 이,경상북도 성남시 분당구 도산대506가 (유진김홍읍),1996,아파트,0,0,3830,139.66,6,+82 10-9641-0615,117.734080,75.839266,2020-05-06 06:36:02.954460
751,(유) 이,충청북도 증평군 양재천89길 (준호김노마을),1995,아파트,0,46262,0,93.5,7,+82 10-0357-8703,-29.417875,-39.761458,2020-11-21 17:50:33.098799
752,최이한,강원도 음성군 도산대08거리,1991,아파트,158159,0,0,49.94,10,+82 10-1084-6882,-123.467799,-32.8609365,2020-04-15 18:26:09.466089
753,(주) 윤김김,경기도 부천시 오정구 선릉8거리 (성진주동),1975,아파트,387671,0,0,37.57,1,+82 10-7114-4904,15.608456,7.8022175,2020-02-09 19:03:10.527007
754,최이,충청북도 오산시 언주거리,2022,아파트,0,0,4471,74.74,8,+82 10-4068-1005,142.349761,-70.2972135,2022-02-09 21:31:13.227832
755,최김,충청남도 천안시 서북구 서초중앙775길 (정수김한읍),1987,아파트,345082,43912,0,80.34,0,+82 10-9247-9072,-161.192082,22.947416,2020-12-14 03:42:31.984521
756,이김,충청북도 철원군 테헤란9로 (중수유읍),2001,원룸,0,44783,0,132.79,5,+82 10-9974-7844,-175.700476,1.6248505,2022-04-08 19:13:28.960808
757,장박,부산광역시 종로구 삼성가,1976,원룸,0,469,945,86.22,0,+82 10-2671-2409,111.816712,54.727876,2022-01-09 12:32:13.650607
758,유한회사 김김김,서울특별시 영등포구 가락길,1964,원룸,0,2900,0,116.44,8,+82 10-1972-2242,-134.259171,-33.9967875,2021-08-09 01:05:52.232054
759,이이송,경상북도 과천시 학동82거리,2001,원룸,0,0,103,147.38,6,+82 10-9653-0586,83.027163,3.416391,2022-12-15 07:13:43.021586
760,성이,울산광역시 서대문구 선릉512가 (건우송동),1990,원룸,55965,0,0,66.16,8,+82 10-6932-4991,115.759867,42.893188,2022-12-04 05:03:36.310282
761,김김고,제주특별자치도 부여군 양재천412거리 (민석정동),1989,원룸,21848,0,0,116.83,10,+82 10-2363-1248,-60.941560,-51.624614,2021-09-17 02:05:16.882333
762,최강,서울특별시 서대문구 도산대로 (정호임안면),1972,아파트,0,7695,99,108.79,7,+82 10-5143-7022,-61.478374,19.362319,2024-01-19 02:49:57.323206
763,오권,경상남도 과천시 석촌호수가 (지은백김읍),1976,원룸,0,0,2471,36.68,1,+82 10-9361-6537,156.564194,-34.092807,2023-09-10 02:18:52.533906
764,김김,세종특별자치시 노원구 오금19로 (순옥박허리),2005,원룸,0,19735,4717,32.84,8,+82 10-1702-7672,19.685464,70.744528,2021-11-07 14:08:55.808012
765,(유) 류김엄,제주특별자치도 고양시 양재천7가,2009,원룸,241853,0,0,141.48,3,+82 10-9080-4870,-20.046667,61.4077395,2023-04-14 15:31:36.975905
766,오김박,세종특별자치시 동대문구 서초중앙82길 (진호이마을),1976,원룸,0,0,0,124.62,8,+82 10-0493-8931,-10.418347,3.5897945,2020-12-02 08:08:30.026511
767,주식회사 이,충청북도 태백시 오금거리,1966,원룸,0,0,0,42.19,2,+82 10-4269-5770,91.510594,-2.118159,2021-02-13 21:27:35.617893
768,유한회사 김윤박,부산광역시 남구 압구정거리 (영숙이김면),2014,아파트,0,0,2260,102.96,7,+82 10-1387-5069,72.956873,50.700332,2022-03-30 02:42:37.703194
769,유한회사 박양최,충청북도 고성군 삼성가 (지민박신읍),2011,아파트,9111,48569,0,109.85,3,+82 10-4804-6718,-172.405320,56.6197895,2024-04-26 20:40:30.037398
770,이박김,대전광역시 동구 테헤란712로 (종수김고마을),1984,원룸,483991,0,233,147.23,9,+82 10-7272-9352,3.846669,30.0915225,2023-12-04 06:00:27.905334
771,유한회사 이,전라북도 양구군 영동대길,2002,원룸,355886,36133,0,132.01,9,+82 10-6816-8239,118.790812,-44.9430765,2023-01-07 09:34:12.724904
772,(주) 박,제주특별자치도 천안시 동남구 서초중앙거리,1985,아파트,0,8116,0,68.45,7,+82 10-0355-5659,150.891754,-35.235062,2020-05-22 00:49:54.363157
773,(주) 김안김,경상남도 천안시 동남구 개포468길 (혜진김김마을),2007,아파트,438065,14476,3701,70.44,3,+82 10-2172-9595,-179.307707,7.5401725,2020-09-19 17:41:38.908309
774,조박최,대전광역시 서대문구 석촌호수125거리,1965,원룸,0,38091,2362,47.55,6,+82 10-3001-0435,-113.211765,-61.5298015,2022-12-23 20:17:24.662843
775,강이,강원도 오산시 서초중앙02거리,1978,원룸,238042,0,1326,79.53,0,+82 10-5686-8256,170.410099,-42.3445875,2020-09-26 03:41:30.885236
776,고김,강원도 동두천시 도산대길,1988,원룸,127549,0,3812,121.35,6,+82 10-6278-0954,-103.147554,-19.6210415,2021-08-12 04:50:57.065109
777,김배김,대전광역시 남구 학동가,1989,원룸,0,32881,0,125.09,4,+82 10-1297-0908,-44.196485,-33.9307425,2022-12-03 12:07:29.207347
778,박이,광주광역시 은평구 잠실길,1962,원룸,140279,42886,3878,91.12,3,+82 10-3692-3181,85.401044,72.437032,2023-07-24 14:59:30.332155
779,김윤황,강원도 서천군 반포대741거리 (영철이동),2000,아파트,0,0,2227,26.63,6,+82 10-5843-3668,-8.075844,-69.576119,2024-02-24 23:58:04.189035
780,조오김,전라북도 진천군 테헤란40거리 (정훈이박면),1986,아파트,11521,0,695,145.43,5,+82 10-3969-1287,-46.748240,-1.575063,2022-06-09 05:49:09.724240
781,(유) 남서박,대전광역시 동작구 잠실가,2015,아파트,294580,0,2901,18.63,8,+82 10-0560-8359,133.045323,73.1857335,2024-03-16 18:08:09.726257
782,안김,충청북도 성남시 수정구 압구정655거리 (순옥임리),1998,아파트,0,17308,0,33.71,3,+82 10-3271-9177,25.789182,-72.0497525,2021-09-06 04:20:57.979733
783,(유) 김,전라북도 안산시 단원구 반포대12가 (영숙신마을),1987,원룸,0,0,0,25.88,2,+82 10-9953-9489,-134.537771,-5.7636555,2021-06-08 03:08:35.600507
784,김오박,광주광역시 금천구 백제고분길 (상호김마을),1974,아파트,419205,15653,357,145.68,5,+82 10-8828-6779,73.226450,-84.9957255,2024-05-07 11:48:24.974079
785,(유) 이김홍,대전광역시 광진구 논현가 (선영고마을),1985,아파트,433736,0,0,40.28,1,+82 10-1619-0229,-162.052131,-84.719689,2022-01-03 02:50:41.738261
786,주식회사 이,인천광역시 중랑구 반포대길,2006,원룸,0,42136,907,102.02,5,+82 10-5763-4232,90.900651,-17.492174,2020-10-15 08:58:48.216781
787,(주) 송윤김,충청남도 금산군 양재천가,2023,원룸,0,0,2326,42.01,6,+82 10-0971-3842,-50.664185,45.159084,2022-02-10 10:24:04.917407
788,이김김,경상남도 횡성군 논현1길 (은지김면),1980,아파트,261516,9103,0,44.5,1,+82 10-7781-6545,84.948675,62.8761275,2020-10-23 18:03:20.164767
789,(유) 황나박,충청북도 횡성군 석촌호수10로 (영길오면),1971,아파트,0,40595,0,146.03,6,+82 10-6956-3683,93.261634,-85.748978,2020-09-22 11:05:07.840786
790,주식회사 조,경상남도 고성군 잠실길 (정순장읍),1983,아파트,0,0,0,90.07,3,+82 10-8950-5925,69.700747,32.7418775,2021-02-17 21:13:04.645264
791,김김,울산광역시 양천구 서초대길 (도윤문권리),1971,원룸,0,0,0,31.12,4,+82 10-4226-4369,-137.508262,17.6202995,2020-04-13 09:50:02.180742
792,심김,경상남도 안산시 단원구 서초대가,1985,아파트,119057,1016,1256,47.2,7,+82 10-5893-1760,14.608053,-37.693486,2021-12-03 19:28:28.164816
793,(유) 박,광주광역시 양천구 선릉750거리,1991,아파트,137848,0,0,45.5,7,+82 10-5969-7819,82.839801,-57.8888385,2024-01-12 15:06:55.078392
794,김남오,인천광역시 강동구 학동길 (민수한마을),1969,아파트,79879,0,2064,32.88,5,+82 10-2356-9584,21.957630,-9.0312185,2022-05-02 07:56:57.775838
795,심김박,경기도 음성군 영동대5길 (영숙김마을),1987,아파트,0,0,3044,74.86,2,+82 10-5073-9908,175.561903,69.4571695,2022-10-03 06:31:09.634096
796,(유) 이,경상남도 시흥시 삼성길,2017,아파트,5305,21229,0,63.85,9,+82 10-7256-4650,-79.762534,-31.7851015,2022-03-01 23:57:15.097148
797,주식회사 윤박이,전라남도 하남시 선릉4가,1999,아파트,0,18006,3678,72.07,7,+82 10-3169-6266,-143.584179,26.830430,2023-05-23 06:55:23.726587
798,안박고,인천광역시 마포구 논현가,1991,아파트,86980,12624,4209,24.05,1,+82 10-6068-6031,62.887746,-16.8741715,2020-02-20 14:20:28.992727
799,(주) 양한박,경기도 부천시 원미구 오금52길 (정훈정김면),2019,아파트,0,26240,0,44.52,7,+82 10-5456-8282,44.757110,36.8227965,2021-03-16 12:09:29.807290
800,고김,충청북도 당진시 논현48길,2004,원룸,493357,0,3254,100.94,9,+82 10-2160-7317,166.835873,-56.086762,2022-04-28 02:23:21.963298
801,노박이,인천광역시 영등포구 역삼7길,2014,원룸,0,35918,0,85.0,7,+82 10-9052-8411,-48.029588,-87.9238435,2021-04-15 01:14:31.301452
802,유한회사 김박서,전라북도 용인시 기흥구 양재천가,2019,아파트,0,10636,2141,85.19,0,+82 10-0869-4860,-112.338836,18.2895965,2024-04-14 05:41:31.452496
803,(유) 김김김,울산광역시 마포구 백제고분50로,2017,아파트,298979,46986,0,57.83,4,+82 10-7351-6241,172.503614,-87.7210555,2024-04-13 11:26:06.728004
804,박강,경상남도 양구군 서초중앙로,1995,원룸,170054,27360,0,138.69,4,+82 10-8870-8561,121.773997,28.814533,2020-08-05 21:19:29.642620
805,유한회사 심김박,충청남도 수원시 팔달구 양재천645로,1966,아파트,0,0,0,140.73,10,+82 10-9650-7302,26.106627,-86.6813335,2022-03-07 09:33:40.428877
806,(유) 김,충청남도 부천시 오정구 테헤란로,2010,아파트,0,37829,2823,118.27,4,+82 10-1225-6315,-102.504704,7.015186,2020-11-25 07:33:20.143146
